Stock,Commodity,Cluster,Correlation,P_Value,Significant,Abs_Corr
VLO,RB=F,0,0.48162596870509883,7.84936870578958e-78,True,0.48162596870509883
PSX,QU=F,0,0.4802699218575092,2.4164278780945804e-77,True,0.4802699218575092
BP,RB=F,0,0.479486609402063,4.615945969233737e-77,True,0.479486609402063
SLB,RB=F,0,0.47791064806390926,1.688793557010836e-76,True,0.47791064806390926
SLB,QU=F,0,0.47715117244630834,3.147717307700284e-76,True,0.47715117244630834
HES,QU=F,0,0.47316839491464335,8.035299114234921e-75,True,0.47316839491464335
BP,QU=F,0,0.47228342117556293,1.6410509398113947e-74,True,0.47228342117556293
EOG,RB=F,0,0.47094566848730035,4.810419402843027e-74,True,0.47094566848730035
EOG,QU=F,0,0.46989447302494647,1.1162031935597173e-73,True,0.46989447302494647
SHEL,RB=F,0,0.4688692108752522,2.529637441634692e-73,True,0.4688692108752522
FNV,SI=F,0,0.46844932980096954,3.53365050158509e-73,True,0.46844932980096954
HES,RB=F,0,0.467515508098739,7.419056681478612e-73,True,0.467515508098739
PSX,RB=F,0,0.46447644602706006,8.161954686393684e-72,True,0.46447644602706006
TTE,BZ=F,0,0.4599141267856147,2.8551329108772318e-70,True,0.4599141267856147
COP,HO=F,0,0.45916173472678423,5.104869390066083e-70,True,0.45916173472678423
DVN,QU=F,0,0.45910306946672713,5.3411515992384096e-70,True,0.45910306946672713
BKR,BZ=F,0,0.45640557511549495,4.23688176895e-69,True,0.45640557511549495
XOM,HO=F,0,0.45592868077802146,6.098409506584017e-69,True,0.45592868077802146
SHEL,QU=F,0,0.4541887855163314,2.2917021919792447e-68,True,0.4541887855163314
DVN,RB=F,0,0.4521873023096148,1.0409577544930931e-67,True,0.4521873023096148
VALE,HG=F,0,0.4512509465760627,2.1058378599603815e-67,True,0.4512509465760627
EOG,HO=F,0,0.4510671370713064,2.4175753487419648e-67,True,0.4510671370713064
DVN,HO=F,0,0.44955450095575006,7.505503146302198e-67,True,0.44955450095575006
KMI,RB=F,0,0.4452123978964049,1.8792196942508667e-65,True,0.4452123978964049
KMI,QU=F,0,0.44452619402447946,3.1128313446810204e-65,True,0.44452619402447946
GOLD,PL=F,0,0.4404202140254315,6.225615392560834e-64,True,0.4404202140254315
SLB,HO=F,0,0.4377683989869091,4.216887185435339e-63,True,0.4377683989869091
BP,HO=F,0,0.43553574963409103,2.0834274982588125e-62,True,0.43553574963409103
GLNCY,PL=F,0,0.4343915538456308,4.702458067819398e-62,True,0.4343915538456308
BKR,RB=F,0,0.43261891438324507,1.6496126608676985e-61,True,0.43261891438324507
PSX,BZ=F,0,0.42925819846745406,1.7453417864564104e-60,True,0.42925819846745406
BHP,PL=F,0,0.4279075094606897,4.470762874710764e-60,True,0.4279075094606897
PBR,BZ=F,0,0.42502445128863725,3.2820246331123575e-59,True,0.42502445128863725
BKR,QU=F,0,0.4249954387265481,3.3482001949574047e-59,True,0.4249954387265481
HES,HO=F,0,0.423033988252958,1.2852052805481063e-58,True,0.423033988252958
TTE,RB=F,0,0.4216939649758348,3.205105669609153e-58,True,0.4216939649758348
CVX,HO=F,0,0.41867341664880864,2.476651458688271e-57,True,0.41867341664880864
SHEL,HO=F,0,0.41714070182260726,6.93450384524386e-57,True,0.41714070182260726
KMI,BZ=F,0,0.415672811173322,1.8496252135849435e-56,True,0.415672811173322
TTE,QU=F,0,0.4139807141706494,5.696476623212132e-56,True,0.4139807141706494
RIO,PL=F,0,0.413601216229885,7.324635931914691e-56,True,0.413601216229885
AEM,PL=F,0,0.4100947883008029,7.361015021397047e-55,True,0.4100947883008029
PBR,QU=F,0,0.4100898039330094,7.385055606840181e-55,True,0.4100898039330094
